event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
UKR155577,"06 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Sumy,Okhtyrskyi,Okhtyrska,Okhtyrka,50.3104,34.8988,1,"Suspilne Media",National,"On 6 April 2024, around 20 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Okhtyrka, Sumy, demanding exchanges of prisoners taken in Mariupol be intensified.",0,"crowd size= around 20",1725414553,11122
UKR155327,"05 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Khmelnytskyi,Khmelnytskyi,Khmelnytska,Khmelnytskyi,49.4128,26.998,1,"Suspilne Media",National,"On 5 April 2024, about 50 protesters participated in a 'Bring the Heroes Home' demonstration in Khmelnytskyi with flags and placards to draw attention of the local autorities to the issue of prisoners of war and missing persons.",0,"crowd size=about 50",1712695557,16266
RUS28011,"05 April 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Yamalo-Nenets,Salekhard,,Salekhard,66.53,66.6019,3,7x7,National,"Around 5 April 2024 (as reported), residents protested and filmed a video addressed to the Governor at an unidentified location in the Yamalo-Nenets Region (coded as Salekhard). People opposed the administrative merger of several districts in the region. According to the protesters, the unification of those districts and their budgets could lead to the impoverishment and closure of the villages where residents are engaged in reindeer herding.",0,"crowd size=no report",1734479912,1759
RUS15313,"31 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Kaluga,Obninsk,,Obninsk,55.0968,36.61,1,Activatica,Other,"On 31 March 2024, people protested in Obninsk (Kaluga) against the felling of 600 trees in a local forest to make way for electricity lines.",0,"crowd size=no report",1712695547,11874
UKR154769,"31 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"24 Channel",National,"On 31 March 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv, demanding exchanges of prisoners of war captured in Mariupol be intensified.",0,"crowd size=no report",1721157119,7103
RUS15307,"30 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Tatarstan",Kazan,,Kazan,55.7887,49.1221,1,Activatica,Other,"On 30 March 2024, people protested in Kazan (Republic of Tatarstan) demanding that the government halt the construction of an incineration plant near the city and instead uses more environmentally friendly methods of waste recycling.",0,"crowd size=no report",1712695547,13435
RUS15249,"28 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Karelia",Lakhdenpokhskiy,,Khiytola,61.2386,29.6895,1,Activatica,Other,"On 28 March 2024, people protested in Khiytola (Lakhdenpokhskiy, Republic of Karelia) against the plans to construct a salmon fishery in a local pond, arguing that it would damage the local ecosystem.",0,"crowd size=no report",1712695547,351
UKR154587,"25 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)","Women (Ukraine)",Protesters,,,,"Protesters only",,804,Europe,Ukraine,Zakarpattia,Mukachivskyi,Chynadiivska,Karpaty,48.5215,22.8737,1,Hirado,Regional,"On 25 March 2024, protesters, mostly elderly people and women, demonstrated and blocked the road in Karpaty, Zakarpattia region, against conscription and the actions of the territorial recruitment centers of the military forces of Ukraine.",0,"crowd size=no report",1712695555,743
UKR154489,"25 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Zakarpattia,Mukachivskyi,Velykoluchkivska,Rakoshyno,48.4652,22.596,1,"Hirado; ZMINA",Other-Regional,"On 25 March 2024, dozens of protesters demonstrated across the road in Rakoshyno, Zakarpattia region, against conscription and the actions of the territorial recruitment centers of the military forces of Ukraine. After negotiations with the police, protesters dispersed peacefully.",0,"crowd size=dozens",1734479917,845
RUS15141,"24 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Ingushetia",Sunzhenskiy,,Nesterovskaya,43.2402,45.0495,1,Activatica,Other,"On 24 March 2024, people protested in Nesterovskaya (Sunzhenskiy, Republic of Ingushetia) against the construction of a park that would limit people's access to a natural spring.",0,"crowd size=no report",1712183458,2491
UKR154192,"24 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Vinnytsia,Vinnytskyi,Vinnytska,Vinnytsia,49.2296,28.4659,1,"Suspilne Media",National,"On 24 March 2024, around 20 demonstrators held a peaceful protest in Vinnytsia, demanding demobilization of servicemen after 18 months of service.",0,"crowd size= around 20",1712183461,13337
UKR154193,"24 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Zhytomyr,Zhytomyrskyi,Zhytomyrska,Zhytomyr,50.2649,28.6767,1,"Suspilne Media",National,"On 24 March 2024, around 20 demonstrators held a peaceful protest in Zhytomyr, demanding demobilization of servicemen after 18 months of service.",0,"crowd size= around 20",1712183461,5941
UKR154198,"24 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Ternopil,Ternopilskyi,Ternopilska,Ternopil,49.5559,25.6056,1,"Suspilne Media",National,"On 24 March 2024, demonstrators held a peaceful protest in Ternopil, demanding demobilization of servicemen after 18 months of service.",0,"crowd size= no report",1712183461,11422
UKR154200,"24 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Khmelnytskyi,Khmelnytskyi,Khmelnytska,Khmelnytskyi,49.4128,26.998,1,"Suspilne Media",National,"On 24 March 2024, 33 demonstrators held a peaceful protest in Khmelnytskyi, demanding demobilization of servicemen after 18 months of service.",0,"crowd size= 33",1712183461,16266
UKR154201,"24 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Poltava,Kremenchutskyi,Kremenchutska,Kremenchuk,49.068,33.4204,1,"Suspilne Media",National,"On 24 March 2024, around 20 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kremenchuk, Poltava, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 20",1712183461,15273
UKR154185,"24 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"24 Channel",National,"On 24 March 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= no report",1721157119,7103
UKR154195,"24 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Kirovohrad,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,1,"Suspilne Media",National,"On 24 March 2024, around 40 demonstrators held a peaceful protest in Kropyvnytskyi, demanding demobilization of servicemen after 18 months of service.",0,"crowd size= around 40",1732654935,13319
UKR154196,"24 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"Suspilne Media",National,"On 24 March 2024, around 100 demonstrators held a peaceful protest against the construction of a church near a lake in Ivano-Frankivsk, demanding that nature and places for citizens' retreat be saved.",0,"crowd size= around 100",1732654935,9068
UKR154194,"23 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Zhytomyr,Zhytomyrskyi,Zhytomyrska,Zhytomyr,50.2649,28.6767,1,"Suspilne Media",National,"On 23 March 2024, around 50 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Zhytomyr, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 50",1712183461,5941
UKR154228,"23 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Vinnytsia,Vinnytskyi,Vinnytska,Vinnytsia,49.2296,28.4659,1,"Suspilne Media",National,"On 23 March 2024, around 60 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Vinnytsia, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 60",1712183461,13337
UKR153866,"23 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Sumy,Okhtyrskyi,Okhtyrska,Okhtyrka,50.3104,34.8988,1,"Suspilne Media",National,"On 23 March 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Okhtyrka, Sumy, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= no report",1725414553,11122
UKR153301,"17 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"Suspilne Media",National,"On 17 March 2024, around 100 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kharkiv, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 100",1711490836,14580
UKR153302,"17 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Suspilne Media",National,"On 17 March 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= no report",1721157119,7103
UKR153336,"16 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,"Suspilne Media",National,"On 16 March 2024, around 450 demonstrators held a peaceful protest 'Two hearts in captivity' in Mykolaiv, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 450",1711490836,9019
UKR153337,"16 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"Suspilne Media",National,"On 16 March 2024, around 50 demonstrators held a peaceful protest 'Two hearts in captivity' in Kharkiv, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 50",1711490836,14580
UKR153338,"16 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,1,"Suspilne Media",National,"On 16 March 2024, demonstrators held a peaceful protest 'Two hearts in captivity' in Dnipro, Dnipropetrovsk, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= no report",1711490836,5302
UKR153339,"16 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,1,"Suspilne Media",National,"On 16 March 2024, around 100 demonstrators held a peaceful protest 'Two hearts in captivity' in Zaporizhia, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 100",1711490836,3793
UKR153340,"16 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Vinnytsia,Vinnytskyi,Vinnytska,Vinnytsia,49.2296,28.4659,1,"Suspilne Media",National,"On 16 March 2024, demonstrators held a peaceful protest 'Two hearts in captivity' in Vinnytsia, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= no report",1711490836,13337
UKR153341,"16 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.5055,31.2849,1,"Suspilne Media",National,"On 16 March 2024, demonstrators held a peaceful protest 'Two hearts in captivity' in Chernihiv, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= no report",1732654934,4659
UKR153343,"16 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Cherkaska,Cherkasy,49.4285,32.0621,1,"Suspilne Media",National,"On 16 March 2024, around 50 demonstrators held a peaceful protest 'Two hearts in captivity' in Cherkasy, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 50",1732654934,6701
UKR153344,"16 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Cherkaska,Cherkasy,49.4285,32.0621,1,"Suspilne Media",National,"On 16 March 2024, demonstrators gathered under the walls of City Council in Cherkasy demanding that budget funds be allocated to the Armed Forces of Ukraine 'instead of repairing roads and cobblestones.'",0,"crowd size= no report",1732654934,6701
RUS14603,"10 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Saint Petersburg",Vasileostrovskiy,,"St. Petersburg - Vasileostrovsky",59.9441,30.2407,1,Activatica,Other,"On 10 March 2024, people protested in St. Petersburg - Vasileostrovsky (Vasileostrovskiy, Saint Petersburg) against a land reclamation project on Dekabristov Island to make way for apartment building construction, arguing that it would have detrimental environmental effects and put strain onto local infrastructure.",0,"crowd size=no report",1710874087,8032
RUS14604,"10 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; LKSM: Leninist Komsomol of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,Activatica,Other,"On 10 March 2024, Leninist Komsomol members protested in Novosibirsk (Novosibirsk), demanding social reforms from the local and federal government.",0,"crowd size=no report",1710874087,16087
UKR152065,"10 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Poltava,Kremenchutskyi,Kremenchutska,Kremenchuk,49.068,33.4204,1,"Suspilne Media",National,"On 10 March 2024, around 30 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kremenchuk, Poltava, demanding exchanges of prisoners taken in Mariupol be intensified.",0,"crowd size=around 30",1710874091,15273
